label	utterance
Symptoms	Will my head hurt if I have covid 19?
Symptoms	Is a headache a symptom of the coronavirus?
Symptoms	I'm afraid I have covid-19
Symptoms	what are the common symptoms
Symptoms	what are the early symptoms of covid-19?
Symptoms	What are the first symptoms for COVID?
Symptoms	what are the symptoms of coronoavirus
Symptoms	what are the symptoms of COVID-19
Symptoms	what are the COVID-19 symptoms?
Symptoms	what are symptoms of coronvirus
Symptoms	what are the types of symptoms
Symptoms	Hi what are the symptoms?
Symptoms	What are the symptoms?
Symptoms	what are my symptoms
Symptoms	I feel congested and have a fever
Symptoms	am i sick
Symptoms	I think i'm infected
Symptoms	should I get tested if I have a cough?
Symptoms	I think I might have the virus.
Symptoms	I have travled recently. What do I do?
Symptoms	I traveled to Italy recently. What do I do?
Symptoms	Do I need to get tested?
Symptoms	What are symptoms?
Symptoms	how do i know if im sick
Symptoms	do I have covid?
Symptoms	my throat and head hurt
Symptoms	my throat hurts and I have a headache as well
Symptoms	should i get tested
Symptoms	Symptoms
Symptoms	Wet cough
Symptoms	temperature
Symptoms	I can not breath very well
Symptoms	rhinitis
Symptoms	I'm having respiratory problems
Symptoms	I thing I feel symptoms of the disease
Symptoms	my eyes are burning
Symptoms	I have a burning feeling in my chest
Symptoms	I think I have covid 19
Symptoms	My husband has coronavirus symptoms
Symptoms	My girlfriend has symptoms of covid-19
Symptoms	I have a temperature and cough. Do I have the coronavirus?
Symptoms	I have illness symptoms
Symptoms	I have a fever
Symptoms	Is rash a symptom of covid-19?
Symptoms	what symptoms are typical with this disease
Symptoms	What are the symptoms of the disease?
Symptoms	What are the symptoms of covid?
Symptoms	what are the symptoms
13.2.About_Anezka_HowAreYou	how does this work
13.2.About_Anezka_HowAreYou	how are you
13.2.About_Anezka_HowAreYou	how is it going
13.2.About_Anezka_HowAreYou	How are you doing
4.1.Treatment_vaccine	Is there a vaccine for Covid-19
4.1.Treatment_vaccine	is there a vaccine for covid
4.1.Treatment_vaccine	Is there a vaccine for coronavirus?
4.1.Treatment_vaccine	Is there a vaccine for corona virus
4.1.Treatment_vaccine	Is there a cure for covid-19?
4.1.Treatment_vaccine	Is there a cure for covid 19?
4.1.Treatment_vaccine	Is there a covid vaccine?
4.1.Treatment_vaccine	Is the covid vaccine ready?
4.1.Treatment_vaccine	Covid-19 vaccine?
4.1.Treatment_vaccine	Is there a vaccine?
4.1.Treatment_vaccine	Is there a vaccine for this
4.1.Treatment_vaccine	Is there a vaccine for the coronavirus?
4.1.Treatment_vaccine	is there a vaccine for Covid-19?
1.2aboutVirus_Transmission	How does covid spread?
1.2aboutVirus_Transmission	When does a person become contagious?
1.2aboutVirus_Transmission	spreading covid to others
1.2aboutVirus_Transmission	number of infected
1.2aboutVirus_Transmission	Is it possible to get infected from the infected person the next day?
1.2aboutVirus_Transmission	is it contagious
1.2aboutVirus_Transmission	is covid19 contagious?
1.2aboutVirus_Transmission	is covid-19 contagious?
1.2aboutVirus_Transmission	is covid transmissible from animals?
1.2aboutVirus_Transmission	Is Coronavirus contagious?
1.2aboutVirus_Transmission	How would I get covid?
1.2aboutVirus_Transmission	How would I catch it?
1.2aboutVirus_Transmission	how many people are infected in the United States
1.2aboutVirus_Transmission	How is covid transmitted?
1.2aboutVirus_Transmission	How does the infection spread
1.2aboutVirus_Transmission	how does covid-19 spread to others
1.2aboutVirus_Transmission	how does covid-19 spread
1.2aboutVirus_Transmission	how does covid spread
1.2aboutVirus_Transmission	how can covid be transmitted
1.2aboutVirus_Transmission	how does coronavirus spread?
1.2aboutVirus_Transmission	How do I catch the virus?
1.2aboutVirus_Transmission	How contagious is COVID-19?
1.2aboutVirus_Transmission	How can I get infected?
Unemployment_Application	I have a question about unemployment
Unemployment_Application	i need to apply for unemployment.  how do I do it
Unemployment_Application	what can I do if I lose my job
Unemployment_Application	what can I do if I lose my job?
Unemployment_Application	What do I do if I don't have unemployment insurance?
Unemployment_Application	how can i apply for unemployment during this outbreak?
Unemployment_Application	how can I apply for unemployment?
Unemployment_Application	how do I apply for unemployment
Unemployment_Application	how do I apply for unemployment because of coid-19
Unemployment_Application	how do I apply for unemployment benefits due to Covid-19?
Unemployment_Application	how do I apply for unemployment benefits?
Unemployment_Application	What happens if I lose my job?
Unemployment_Application	where can I apply for unemployment
Unemployment_Application	apply for unemployment
Unemployment_Application	how long can I get unemployment?
Unemployment_Application	how long does it take to get unemployment
Unemployment_Application	how to apply for unemployment
Unemployment_Application	how to I apply for unemployment
Unemployment_Application	i can't go to work.  can i get unemployment?
School_shutdown	can my kids return to high school
School_shutdown	Is graduation delayed?
School_shutdown	When does covid vacation end?
School_shutdown	When will my good go back to school?
School_shutdown	When is school back in session?
School_shutdown	When will teaching go back to work?
School_shutdown	How long is teaching on hold?
School_shutdown	When will schools close?
School_shutdown	Will there be exams in the summer?
School_shutdown	Will graduations be pushed back?
School_shutdown	Will there be school in the summer?
School_shutdown	Are schools open?
School_shutdown	Are my schools closed
School_shutdown	Are my children's schools closed?
School_shutdown	Which schools are closed?
School_shutdown	are schools open
School_shutdown	Is my kids school closed?
School_shutdown	are schools in my area closed
School_shutdown	are schools closed?
School_shutdown	are my schools closed?
School_shutdown	Is my school closed?
School_shutdown	what schools are closed
School_shutdown	when can my kid go back to high school
School_shutdown	when will my kids school reopen
School_shutdown	When can my kid go back to college
School_shutdown	When will my kids be back in school?
School_shutdown	when do the children go back to school
School_shutdown	when can my kid go back school
School_shutdown	when can kids return to school
School_shutdown	when can my kids go back to school
School_shutdown	when can my kids go back to college?
School_shutdown	when can my kids go back to high school in 78712
School_shutdown	I live in 78709. when will my kids high school reopen?
School_shutdown	where can my kids go back to school
School_shutdown	Will classes be moved to summer?
School_shutdown	Are schools shut down?
School_shutdown	Can my child go to school?
School_shutdown	When will the schools open?
School_shutdown	Is HS 123 open?
School_shutdown	How will the shutdown impact my child's attendance records?
School_shutdown	Will students still graduate this year?
School_shutdown	What does the ordered school closure mean for report cards?
School_shutdown	What happens after the ordered three-week closure period ends?
School_shutdown	Should my child stay home from school?
School_shutdown	How can I get the latest news on my school closure?
School_shutdown	when can i send my kids back to school
School_shutdown	when can kid go back to school
School_shutdown	when can my kid go back to school
School_shutdown	when can my high school senior go back to school
School_shutdown	When can I return to school?
School_shutdown	when can my kids back school
School_shutdown	ARE COLLEGES OPEN
School_shutdown	is my school closed
School_shutdown	is my kids school closed
School_shutdown	are schools closed
School_shutdown	are schools closed in my area
School_shutdown	are schools closed ?
School_shutdown	is the school closed
COVID_Pets_Animals	Can dogs spread the corona virus?
COVID_Pets_Animals	Can animal get the corona virus?
COVID_Pets_Animals	Are my pets at risk from Corona Virus?
COVID_Pets_Animals	can dogs get the coronavirus?
COVID_Pets_Animals	Can dogs get the corona virus?
COVID_Pets_Animals	can dogs get covid19?
COVID_Pets_Animals	can dogs catch the corona virus
COVID_Pets_Animals	Can the dog get sick with corona virus?
COVID_Pets_Animals	can pets get the virus
COVID_Pets_Animals	can pets get covid
COVID_Pets_Animals	can pets contract the virus
COVID_Pets_Animals	Can my pets get the virus?
COVID_Pets_Animals	Can my pets carry the virus?
COVID_Pets_Animals	Can I get corona virus from my pet?
Testing_Results	testing_results
Testing_Results	My doctor hasn't given me my test results back yet.
Testing_Results	When can I get my results?
Testing_Results	How can I get my test results?
Testing_Results	Its been a week. Who can I call to get my test results?
Testing_Results	Who will give me my COVID test results?
Testing_Results	I was tested yesterday when do I hear back?
Testing_Results	Do my test results come in the mail?
Testing_Results	test outcomes?
13.3.About_Anezka_Greeting	good afternoon
13.3.About_Anezka_Greeting	good evening
13.3.About_Anezka_Greeting	good morning
13.3.About_Anezka_Greeting	Hello
13.3.About_Anezka_Greeting	Hey
13.3.About_Anezka_Greeting	Hi
13.3.About_Anezka_Greeting	What's up
12.5schools_erasmus	"I am on a exchange trip, should I cancel it?"
12.5schools_erasmus	We're on an exchange trip now what?
12.5schools_erasmus	Should I quit the study abroad program?
12.5schools_erasmus	The son is on an exchange trip
12.5schools_erasmus	Can I leave for an exchange trip?
12.5schools_erasmus	Daughter is studying abroad what do we do?
1.7aboutVirus_Incubation_Period	Incubation period of coronavirus?
1.7aboutVirus_Incubation_Period	What is the incubation period of covid?
1.7aboutVirus_Incubation_Period	How long before I get symptons?
1.7aboutVirus_Incubation_Period	how long do symptons take to develop ?
1.7aboutVirus_Incubation_Period	how long is the incubation period for covid-19
1.7aboutVirus_Incubation_Period	How long is the incubation period of covid 19?
1.7aboutVirus_Incubation_Period	How long is the incubation period?
1.7aboutVirus_Incubation_Period	How long are people infected with COVID-19 before they are symptomatic?
1.7aboutVirus_Incubation_Period	How long before I experience covid-19 symptons?
4.5.Treatment_hospital_capacity	How many hospital beds do we have in the US?
4.5.Treatment_hospital_capacity	How many hospital beds are available in the United States?
4.5.Treatment_hospital_capacity	How many beds are available in the hospitals?
4.5.Treatment_hospital_capacity	What is the hospital capacity for covid 19 patients?
4.5.Treatment_hospital_capacity	How many beds are available for covid-19 patients?
9.3masks_protection	Does a mask or respirator help prevent covid infection?
9.3masks_protection	Do I have to wear a mask when I'm outside or taking a walk?
9.3masks_protection	Can I go out without a respirator?
9.3masks_protection	Can a mask help me?
9.3masks_protection	Will a respirator help me?
9.3masks_protection	When should I wear a respirator?
9.3masks_protection	When should I wear a mask?
9.3masks_protection	should I wear a respirator?
9.3masks_protection	Should I wear a mask so I don't get infected?
9.3masks_protection	Should I wear a mask or a respirator?
9.3masks_protection	Should I buy a respirator?
9.3masks_protection	I often travel by public transport. Should I wear a respirator?
9.3masks_protection	Do I have to wear a respirator?
4.8.Treatment_reached_capacity	What should I do if the hospital won't take me in?
4.8.Treatment_reached_capacity	The hospital sent me home because of a lack of beds.
4.8.Treatment_reached_capacity	The hospital is full and they sent me home.
4.8.Treatment_reached_capacity	In the event there is a large number of infected and hospitals can't manage to treat everyone what is recommended treatment for home quarantine and self-medication?
4.8.Treatment_reached_capacity	What happens when the hospital is full?
COVID_Mortality_Rate_Likelihood	what is the mortality rate for covid 19
COVID_Mortality_Rate_Likelihood	am i going to die
COVID_Mortality_Rate_Likelihood	am I going to die from the Covid virus?
COVID_Mortality_Rate_Likelihood	am I going to die?
COVID_Mortality_Rate_Likelihood	Are my kids going to die?
COVID_Mortality_Rate_Likelihood	can i die from COVID-19
COVID_Mortality_Rate_Likelihood	mortality rate?
COVID_Mortality_Rate_Likelihood	what is the mortality rate of Covid-19
COVID_Mortality_Rate_Likelihood	what is the mortality rate of covid-19?
COVID_Mortality_Rate_Likelihood	What is the mortality rate of the virus?
COVID_Mortality_Rate_Likelihood	will i die from covid-19
COVID_Mortality_Rate_Likelihood	Will I die if I get coronavirus>
Event_Shutdowns	Are events being shut down?
Event_Shutdowns	How do I know if my concert is cancelled?
Event_Shutdowns	Are groups of people allowed to meet?
Event_Shutdowns	What is the maximum number of people allowed to meet right now?
Event_Shutdowns	Why is the government shutting down my event?
Event_Shutdowns	Should I feel safe going to the movies?
Event_Shutdowns	When will the NHL return?
Event_Shutdowns	events and large gatherings
Event_Shutdowns	When will the NCAA championships be held?
Event_Shutdowns	What sports are being cancelled?
Event_Shutdowns	Will I get a refund for a ticket I purchased?
Event_Shutdowns	can I still attend a conference
